2016	5	6	8	0	0	0	6.7405844	-7.4252567	-1.8654196	-345.7478706	-28.15921699	-17.9790558	6.258059660593669	487126.5403104627
2016	5	6	8	1	0	0	6.9300714	-7.0093794	-1.8422447	-345.1290995	-26.4284331	-15.58136141	6.148133277893066	497553.4681249304
2016	5	6	8	2	0	0	6.375796	-7.2935967	-2.6068418	-344.5103285	-24.69764921	-13.18366702	6.038206895192464	507980.3959
2016	5	6	8	3	0	0	6.686573	-6.7771254	-3.2300034	-343.8915575	-22.96686533	-10.78597263	5.928280512491862	518407.3237538657
2016	5	6	8	4	0	0	6.0872188	-8.072159	-0.72114867	-343.2727865	-21.23608144	-8.388278246	5.81835413	528834.2515683334
2016	5	6	8	5	0	0	6.1917915	-7.935261	-0.8549465	-342.6540154	-19.50529755	-5.990583857	5.708427747090657	539261.1794
2016	5	6	8	6	0	0	5.8819633	-8.0729685	-1.4267385	-342.0352444	-17.77451367	-3.592889468	5.598501364390056	549688.1071972686
2016	5	6	8	7	0	0	5.524433	-8.234312	0.29099926	-341.4164734	-16.04372978	-1.195195079	5.488574981689453	560115.0350117363
2016	5	6	8	8	0	0	5.575677	-8.339743	1.5938642	-342.6169705	-18.38624149	-3.790431235	5.510176499684651	547184.2559
2016	5	6	8	9	0	0	5.4158673	-8.476201	1.1616498	-343.8174676	-20.7287532	-6.38566739	5.531778017679851	534253.4767732539
2016	5	6	8	10	0	0	4.9620366	-8.7201805	1.2811668	-345.0179647	-23.0712649	-8.980903546	5.553379535675049	521322.69765401265
2016	5	6	8	11	0	0	4.2877574	-8.9220295	1.2339474	-346.2184618	-25.41377661	-11.5761397	5.574981053670247	508391.9185347714
2016	5	6	8	12	0	0	3.4387646	-9.375218	1.1153172	-347.4189589	-27.75628832	-14.17137586	5.596582571665446	495461.13941553014
2016	5	6	8	13	0	0	3.8132317	-9.263791	0.8974246	-348.619456	-30.09880002	-16.76661201	5.6181840896606445	482530.3602962889
2016	5	6	8	14	0	0	4.2480745	-9.101775	0.93144643	-349.8199531	-32.44131173	-19.36184817	5.639785607655843	469599.5811770477
2016	5	6	8	15	0	0	4.270294	-9.001202	1.764455	-351.0204502	-34.78382344	-21.95708432	5.661387125651042	456668.80205780646
2016	5	6	8	16	0	0	4.612355	-8.769336	1.5744603	-352.2209473	-37.12633514	-24.55232048	5.682988644	443738.0229385652
2016	5	6	8	17	0	0	6.7018466	-6.8044386	3.9868352	-351.236734	-37.39151611	-24.86216412	5.791434717178345	443301.98586161825
2016	5	6	8	18	0	0	6.592015	-7.343614	3.255294	-350.2525208	-37.65669708	-25.17200775	5.899880791	442865.94878467126
2016	5	6	8	19	0	0	6.127475	-7.913242	2.530463	-349.2683075	-37.92187805	-25.48185139	6.008326864242553	442429.9117077242
2016	5	6	8	20	0	0	5.8043046	-8.009288	1.7518941	-348.2840942	-38.18705902	-25.79169502	6.116772937774658	441993.8746307772
2016	5	6	8	21	0	0	5.307986	-8.451586	0.27063748	-347.299881	-38.45223999	-26.10153866	6.225219011306763	441557.83755383024
2016	5	6	8	22	0	0	5.663948	-7.960812	0.40321645	-346.3156677	-38.71742096	-26.41138229	6.333665084838867	441121.8004768833
2016	5	6	8	23	0	0	5.3869085	-8.030314	0.3888236	-345.3314545	-38.98260193	-26.72122593	6.442111158370972	440685.76339993626
2016	5	6	8	24	0	0	4.910317	-7.592477	0.48351112	-344.3472412	-39.2477829	-27.03106956	6.550557231903076	440249.7263229892
2016	5	6	8	25	0	0	4.3878274	-7.7654595	-0.24147652	-343.363028	-39.51296387	-27.3409132	6.6590033054351805	439813.6892460422
2016	5	6	8	26	0	0	5.247878	-7.4314966	-1.6735746	-342.3788147	-39.77814484	-27.65075684	6.767449378967285	439377.6521690952
2016	5	6	8	27	0	0	4.5757775	-7.4765134	-3.1086006	-342.8110758	-39.69228787	-28.47146098	6.793589221106635	432624.70931457926
