2022,10,23,20,0,0,6.6138735,1.6165842,-1.534664,-504.5258179,92.22819264729816,-71.34372075,7.992157777150472,1139763.9900207438
2022,10,23,20,1,0,6.072409,4.4949718,2.326063,-503.1688232,93.03024291992188,-75.85458374,8.007750511169434,1139881.0437190763
2022,10,23,20,2,0,6.6480246,3.7969317,-0.52621776,-503.162913,91.69048733181424,-78.06928168,8.064160664876303,1120290.254452954
2022,10,23,20,3,0,6.6617017,3.6659243,-0.8653577,-503.1570028,90.35073174,-80.28397963,8.120570819,1100699.4651868318
2022,10,23,20,4,0,5.7643633,4.5476556,-0.97858745,-503.1510925,89.01097615559895,-82.49867757,8.176980972290039,1081108.6759207095
2022,10,23,20,5,0,5.062136,5.4487967,-2.82902,-503.1451823,87.67122056749132,-84.71337552,8.233391125996908,1061517.8866545872
2022,10,23,20,6,0,5.756575,3.2599473,-4.9519005,-503.1392721,86.33146497938368,-86.92807346,8.289801279703775,1041927.0973884648
2022,10,23,20,7,0,5.4076524,3.161238,-5.408066,-503.1333618,84.99170939127605,-89.1427714,8.346211433410645,1022336.3081223426
2022,10,23,20,8,0,2.483293,0.14958565,-6.212204,-503.1274516,83.6519538,-91.35746935,8.402621587117514,1002745.5188562202
2022,10,23,20,9,0,1.8435644,0.46430063,-8.431912,-503.1215413,82.31219821506076,-93.57216729,8.459031740824381,983154.7296
2022,10,23,20,10,0,5.8527865,-0.8149678,-5.717829,-503.1156311,80.97244262695312,-95.78686523,8.515441895,963563.9403239756
2022,10,23,20,11,0,4.929747,-0.85260075,-5.927592,-503.4985725,81.32016669,-96.24724664,8.467621697319878,962327.5132934664
2022,10,23,20,12,0,5.6955523,3.0661454,-5.7432775,-503.8815138,81.66789076063368,-96.70762804,8.419801500108507,961091.0862629575
2022,10,23,20,13,0,6.370855,4.816654,-3.6499312,-504.2644552,82.01561482747395,-97.16800944,8.371981302897135,959854.6592324484
2022,10,23,20,14,0,5.227919,6.090133,-0.8781274,-504.6473965,82.36333889431424,-97.62839084,8.324161105685764,958618.2322019392
2022,10,23,20,15,0,5.852295,2.6851847,-3.9026425,-505.0303379,82.71106296115451,-98.08877224,8.276340908474392,957381.8051714303
2022,10,23,20,16,0,6.858949,1.3663465,-4.856429,-505.4132792,83.05878703,-98.54915365,8.228520711263021,956145.3781409212
2022,10,23,20,17,0,7.7302947,1.2287081,-5.3052335,-505.7962206,83.40651109483507,-99.00953505,8.180700514051649,954908.9511
2022,10,23,20,18,0,7.9743657,0.08171498,-5.3950686,-506.1791619,83.75423516167535,-99.46991645,8.132880316840279,953672.5240799031
2022,10,23,20,19,0,7.3528895,-0.058030467,-5.587171,-506.5621033,84.10195922851562,-99.93029785,8.085060119628906,952436.097
